economy;économie
medical;médical
hospital;hôpital
church;église
close;proche
thousand;mille
risk;risque
current;courant
fire;Feu
future;avenir
wrong;mauvais
involve;impliquer
defense;la défense
anyone;quelqu&#39;un
increase;augmenter
security;Sécurité
bank;banque
myself;moi même
certainly;assurément
west;Ouest
sport;sport
board;planche
seek;chercher
per;par
subject;matière
officer;officier
private;privé
rest;le repos
behavior;comportement
deal;accord
performance;performance
fight;lutte
throw;jeter
top;Haut
quickly;rapidement
past;passé
goal;objectif
bed;lit
order;ordre
author;auteur
fill;remplir
represent;représenter
focus;se concentrer
foreign;étranger
drop;goutte
blood;du sang
upon;sur
agency;agence
push;pousser
nature;la nature
color;Couleur
recently;récemment
store;boutique
reduce;réduire
sound;du son
note;Remarque
fine;bien
near;à proximité
movement;mouvement
page;page
enter;Entrer
share;partager
common;commun
poor;pauvre
natural;Naturel
race;course
concern;préoccuper
series;série
significant;important
similar;similaire
hot;chaud
language;Langue
usually;d&#39;habitude
response;réponse
dead;morte
rise;monter
animal;animal
factor;facteur
decade;décennie
article;article
shoot;tirer
east;est
save;enregistrer
seven;Sept
artist;artiste
scene;scène
stock;Stock
career;carrière
despite;en dépit
central;central
eight;huit
thus;Donc
treatment;traitement
beyond;au-delà
happy;heureux
exactly;exactement
protect;protéger
approach;approcher
lie;mentir
size;Taille
dog;chien
fund;fonds
serious;sérieuse
occur;se produire
media;médias
ready;prêt
sign;pancarte
thought;pensait
list;liste
individual;individuel
simple;Facile
quality;qualité
pressure;pression
accept;J&#39;accepte
answer;réponse
resource;Ressource
identify;identité
left;la gauche
meeting;Rencontre
determine;déterminer
prepare;préparer
disease;maladie
whatever;peu importe
success;Succès
argue;se disputer
cup;Coupe
particularly;notamment
amount;montant
ability;aptitude
staff;Personnel
recognize;reconnaître
indicate;indiquer
character;personnage
growth;croissance
loss;perte
degree;diplôme
wonder;merveille
attack;attaque
herself;se
region;Région
television;télévision
box;boîte
TV;la télé
training;entraînement
pretty;jolie
trade;Commerce
election;élection
everybody;Tout le monde
physical;physique
lay;allonger
general;général
feeling;sentiment
standard;la norme
bill;facture
message;message
fail;échouer
outside;à l&#39;extérieur
arrive;arriver
analysis;une analyse
benefit;bénéficier à
sex;sexe
forward;vers l&#39;avant
lawyer;avocat
present;cadeau
section;section
environmental;environnemental
glass;verre
skill;compétence
sister;sœur
PM;PM
professor;professeur
operation;opération
financial;financier
crime;la criminalité
stage;organiser
ok;d&#39;accord
compare;comparer
authority;autorité
miss;Mademoiselle
design;motif
sort;trier
act;loi
ten;Dix
knowledge;connaissances
gun;pistolet
station;station
blue;bleu
strategy;stratégie
clearly;clairement
discuss;discuter
indeed;En effet
truth;vérité
song;chanson
example;Exemple
democratic;démocratique
check;Chèque
environment;environnement
leg;jambe
dark;foncé
various;divers
rather;plutôt
laugh;rire
guess;deviner
executive;exécutif
prove;prouver
hang;pendre
entire;entier
rock;rock
forget;Oubliez
claim;réclamer
remove;retirer
manager;gestionnaire
enjoy;prendre plaisir
network;réseau
legal;juridique
religious;religieux
cold;froid
final;final
main;principale
science;la science
green;vert
memory;Mémoire
card;carte
above;au dessus
seat;siège
cell;cellule
establish;mettre en place
nice;agréable
trial;essai
expert;expert
spring;le printemps
firm;solidifier
Democrat;Démocrate
radio;radio
visit;visite
management;la gestion
avoid;éviter de
imagine;imaginer
tonight;ce soir
huge;énorme
ball;Balle
finish;terminer
yourself;toi-même
theory;la théorie
impact;impact
respond;répondre
statement;déclaration
maintain;maintenir
charge;charge
popular;populaire
traditional;traditionnel
onto;sur
reveal;révéler
direction;direction
weapon;arme
employee;employé
cultural;culturel
contain;contenir
peace;paix
pain;la douleur
apply;appliquer
measure;mesure
wide;large
shake;secouer
fly;mouche
interview;interview
manage;faire en sorte
chair;chaise
fish;poisson
particular;particulier
camera;caméra
structure;structure
politics;politique
perform;effectuer
bit;bit
weight;lester
suddenly;soudain
discover;découvrir
candidate;candidat
production;production
treat;traiter
trip;voyage
evening;soirée
affect;affecter
inside;à l&#39;intérieur
conference;conférence
unit;unité
style;style
adult;adulte
worry;inquiétude
range;intervalle
mention;mention
deep;Profond
edge;bord
specific;spécifique
writer;écrivain
trouble;difficulté
necessary;nécessaire
throughout;à travers
challenge;défi
fear;craindre
shoulder;épaule
institution;institution
middle;milieu
sea;mer
dream;rêver
bar;bar
beautiful;belle
property;propriété
instead;Au lieu
improve;améliorer
stuff;des trucs
detail;détail
method;méthode
somebody;quelqu&#39;un
magazine;magazine
hotel;Hôtel
soldier;soldat
reflect;refléter
heavy;lourd
sexual;sexuel
bag;sac
heat;Chauffer
marriage;mariage
tough;dure
sing;chanter
surface;surface
purpose;objectif
exist;exister
pattern;motif
whom;qui
skin;peau
agent;agent
owner;propriétaire
machine;machine
gas;gaz
ahead;en avant
generation;génération
commercial;commercial
address;adresse
cancer;cancer
item;Objet
reality;réalité
coach;entraîneur
Mrs;Mme
yard;cour
beat;battre
violence;la violence
total;total
tend;tendre
investment;investissement
discussion;discussion
finger;doigt
garden;jardin
notice;remarquer
collection;le recueil
modern;moderne
task;tâche
partner;partenaire
positive;positif
civil;civil
kitchen;cuisine
consumer;consommateur
shot;tir
budget;budget
wish;souhaiter
painting;La peinture
scientist;scientifique
safe;sûr
agreement;accord
capital;Capitale
mouth;bouche
nor;ni
victim;victime
newspaper;un journal
threat;menace
responsibility;responsabilité
smile;le sourire
attorney;avocat
score;score
account;Compte
interesting;intéressant
audience;spectateurs
rich;riche
dinner;dîner
vote;voter
western;occidental
relate;relater
travel;voyager
debate;débat
prevent;empêcher
citizen;citoyen
majority;majorité
none;rien
front;de face
born;née
admit;admettre
senior;Sénior
assume;présumer
wind;vent
key;clé
professional;professionnelle
mission;mission
fast;vite
alone;seul
customer;client
suffer;souffrir
speech;parole
successful;couronné de succès
option;option
participant;participant
southern;du sud
fresh;Frais
eventually;finalement
forest;forêt
video;vidéo
global;global
Senate;Sénat
reform;réforme
access;accéder
restaurant;restaurant
judge;juge
publish;publier
relation;relation
release;Libération
bird;oiseau
opinion;opinion
credit;le crédit
critical;critique
corner;coin
concerned;concerné
recall;rappeler
version;version
stare;regard
safety;sécurité
effective;efficace
neighborhood;quartier
original;original
troop;troupe
income;le revenu
directly;directement
hurt;blesser
species;espèces
immediately;immédiatement
track;Piste
basic;de base
strike;la grève
sky;ciel
freedom;liberté
absolutely;Tout à fait
plane;avion
nobody;personne
achieve;atteindre
object;objet
attitude;attitude
labor;travail
refer;se référer à
concept;concept
client;client
powerful;puissant
perfect;parfait
nine;neuf
therefore;Donc
conduct;conduire
announce;annoncer
conversation;conversation
examine;examiner
touch;toucher
please;s&#39;il vous plaît
attend;assister à
completely;totalement
variety;variété
sleep;dormir
involved;impliqué
investigation;enquête
nuclear;nucléaire
researcher;chercheur
press;presse
conflict;conflit
spirit;esprit
replace;remplacer
British;Britanique
encourage;encourager
argument;dispute
camp;camp
brain;cerveau
feature;caractéristique
afternoon;après midi
AM;UN M
weekend;fin de semaine
dozen;douzaine
possibility;possibilité
insurance;Assurance
department;département
battle;bataille
beginning;début
date;Date
generally;en général
African;africain
sorry;Pardon
crisis;crise
complete;Achevée
fan;ventilateur
stick;coller
define;définir
easily;facilement
hole;trou
element;élément
vision;vision
status;statut
normal;Ordinaire
Chinese;Chinois
ship;bateau
solution;la solution
stone;pierre
slowly;tout doucement
scale;échelle
university;université
introduce;introduire
driver;chauffeur
attempt;tentative
park;parc
spot;endroit
lack;manque
ice;la glace
boat;bateau
drink;boisson
sun;Soleil
distance;distance
wood;bois
handle;manipuler
truck;un camion
mountain;Montagne
survey;enquête
supposed;censé
tradition;tradition
winter;l&#39;hiver
village;village
Soviet;soviétique
refuse;refuser
sales;Ventes
roll;rouleau
communication;la communication
screen;filtrer
gain;Gain
resident;résident
hide;cacher
gold;or
club;club
farm;cultiver
potential;potentiel
European;européen
presence;présence
independent;indépendant
district;district
shape;forme
reader;lecteur
Ms;Mme
contract;Contrat
crowd;foule
Christian;Christian
express;Express
apartment;appartement
willing;prêt
strength;force
previous;précédent
band;bande
obviously;évidemment
horse;cheval
interested;intéressé
target;cible
prison;prison
ride;balade
guard;gardien
terms;termes
demand;demande
reporter;journaliste
deliver;livrer
text;texte
tool;outil
wild;sauvage
vehicle;véhicule
observe;observer
flight;voyage en avion
facility;facilité
understanding;entente
average;moyen
emerge;émerger
advantage;avantage
quick;rapide
leadership;leadership
earn;gagner
pound;livre
basis;base
bright;brillant
operate;fonctionner
guest;invité
sample;goûter
contribute;contribuer
tiny;minuscule
block;bloquer
protection;protection
settle;régler
feed;nourrir
collect;recueillir
additional;Additionnel
highly;très
identity;identité
title;Titre
mostly;la plupart
lesson;leçon
faith;Foi
river;fleuve
promote;promouvoir
living;vivant
count;compter
unless;sauf si
marry;marier
tomorrow;demain
technique;technique
path;chemin
ear;oreille
shop;magasin
folk;populaire
principle;principe
survive;survivre
lift;lever
border;frontière
competition;concurrence
jump;saut
gather;rassembler
limit;limite
fit;adapter
cry;cri
equipment;équipement
worth;la peine
associate;associé
critic;critique
warm;chaleureuse
aspect;aspect
insist;insister
failure;échec
annual;annuel
French;Français
Christmas;Noël
comment;commentaire
responsible;responsable
affair;aventure
procedure;procédure
regular;habituel
spread;se propager
chairman;président
baseball;base-ball
soft;mou, tendre
ignore;ignorer
egg;Oeuf
belief;croyance
demonstrate;démontrer
anybody;n&#39;importe qui
murder;meurtre
gift;cadeau
religion;la religion
review;examen
editor;éditeur
engage;engager
coffee;café
document;document
speed;la rapidité
cross;traverser
influence;rayonnement
anyway;De toute façon
threaten;menacer
commit;commettre
female;femelle
youth;jeunesse
wave;vague
afraid;peur
quarter;trimestre
background;Contexte
native;originaire de
broad;vaste
wonderful;magnifique
deny;Nier
apparently;Apparemment
slightly;légèrement
reaction;réaction
twice;deux fois
suit;costume
perspective;perspective
growing;croissance
blow;souffler
construction;construction
intelligence;intelligence
destroy;détruire
cook;cuisinier
connection;lien
burn;brûler
shoe;chaussure
grade;noter
context;le contexte
committee;Comité
hey;hé
mistake;erreur
location;emplacement
clothes;vêtements
Indian;Indien
quiet;calme
dress;robe
promise;promettre
aware;au courant
neighbor;voisine
function;fonction
bone;os
active;actif
extend;se déployer
chief;chef
combine;combiner
wine;vin
below;dessous
cool;cool
voter;électeur
learning;apprentissage
bus;bus
hell;enfer
dangerous;dangereux
remind;rappeler
moral;moral
United;Uni
category;Catégorie
relatively;relativement
victory;la victoire
academic;académique
Internet;l&#39;Internet
healthy;en bonne santé
negative;négatif
following;Suivant
historical;historique
medicine;Médicament
tour;tour
depend;dépendre
photo;photo
finding;découverte
grab;saisir
direct;direct
classroom;Salle de classe
contact;Contactez
justice;Justice
participate;participer
daily;du quotidien
fair;équitable
pair;paire
famous;célèbre
exercise;exercer
knee;genou
flower;fleur
tape;ruban
hire;embaucher
familiar;familier
appropriate;approprié
supply;la fourniture
fully;pleinement
actor;acteur de cinéma
birth;naissance
search;chercher
tie;cravate
democracy;la démocratie
eastern;est
primary;primaire
yesterday;hier
circle;cercle
device;dispositif
progress;le progrès
bottom;fond
island;île
exchange;échanger
clean;nettoyer
studio;studio
train;former
lady;la demoiselle
colleague;collègue
application;application
neck;cou
lean;maigre
damage;dégâts
plastic;Plastique
tall;haut
plate;assiette
hate;détester
otherwise;Par ailleurs
writing;l&#39;écriture
male;Masculin
alive;vivant
expression;expression
football;Football
intend;intention
chicken;poulet
army;armée
abuse;abuser de
theater;théâtre
shut;fermer
map;carte
extra;En plus
session;session
danger;danger
welcome;accueillir
domestic;domestique
lots;beaucoup
literature;Littérature
rain;pluie
desire;désir
assessment;évaluation
injury;blessure
respect;respect
northern;nord
nod;hochement
paint;Peinture
fuel;le carburant
leaf;feuille
dry;sec
Russian;russe
instruction;instruction
pool;bassin
climb;monter
sweet;sucré
engine;moteur
fourth;Quatrième
salt;sel
expand;développer
importance;importance
metal;métal
fat;gros
ticket;billet
software;Logiciel
disappear;disparaître
corporate;d&#39;entreprise
strange;étrange
lip;lèvre
reading;en train de lire
urban;Urbain
mental;mental
increasingly;de plus en plus
lunch;déjeuner
educational;éducatif
somewhere;quelque part
farmer;agriculteur
sugar;du sucre
planet;planète
favorite;favori
explore;explorer
obtain;obtenir
enemy;ennemi
greatest;le plus grand
complex;complexe
surround;entourer
athlete;athlète
invite;inviter
repeat;répéter
carefully;avec attention
soul;âme
scientific;scientifique
impossible;impossible
panel;panneau
meaning;sens
mom;maman
married;marié
instrument;instrument
predict;prédire
weather;Météo
presidential;présidentiel
emotional;émotionnel
commitment;engagement
Supreme;Suprême
bear;ours
pocket;poche
thin;mince
temperature;Température
surprise;surprendre
poll;sondage
proposal;proposition
consequence;conséquence
breath;haleine
sight;vue
balance;solde
adopt;adopter
minority;minorité
straight;droit
connect;relier
works;œuvres
teaching;enseignement
belong;appartenir
aid;aide
advice;conseils
okay;d&#39;accord
photograph;photographier
empty;vide
regional;régional
trail;Piste
novel;roman
code;code
somehow;en quelque sorte
organize;organiser
jury;jury
breast;Sein
Iraqi;irakien
acknowledge;reconnaître
theme;thème
storm;tempête
union;syndicat
desk;bureau
thanks;Merci
fruit;fruit
expensive;chere
yellow;jaune
conclusion;conclusion
prime;prime
shadow;ombre
struggle;lutter
conclude;conclure
analyst;analyste
dance;Danse
regulation;régulation
being;étant
ring;bague
largely;en grande partie
shift;décalage
revenue;revenu
mark;marque
locate;Localiser
county;comté
appearance;apparence
package;forfait
difficulty;difficulté
bridge;pont
recommend;recommander
obvious;évident
basically;fondamentalement
e-mail;e-mail
generate;produire
anymore;plus
propose;proposer
thinking;en pensant
possibly;peut-être
trend;s&#39;orienter
visitor;visiteur
loan;prêt
currently;actuellement
comfortable;à l&#39;aise
investor;investisseur
profit;profit
angry;fâché
crew;équipage
accident;accident
meal;repas
hearing;audience
traffic;Circulation
muscle;le muscle
notion;notion
capture;Capturer
prefer;préfère
truly;vraiment
earth;la terre
Japanese;Japonais
chest;poitrine
thick;épais
cash;en espèces
museum;musée
beauty;beauté
emergency;urgence
unique;unique
internal;interne
ethnic;ethnique
link;lien
stress;stresser
content;contenu
select;sélectionner
root;racine
nose;nez
declare;déclarer
appreciate;apprécier
actual;réel
bottle;bouteille
hardly;à peine
setting;paramètre
launch;lancement
file;dossier
sick;malade
outcome;résultat
ad;un d
defend;défendre
duty;devoir
sheet;feuille
ought;devrait
ensure;assurer
Catholic;catholique
extremely;extrêmement
extent;Le degré
component;composant
mix;mélanger
long-term;long terme
slow;lent
contrast;contraste
zone;zone
wake;se réveiller
airport;aéroport
brown;brun
shirt;chemise
pilot;pilote
warn;prévenir
ultimately;en fin de compte
cat;chat
contribution;contribution
capacity;capacité
ourselves;nous-mêmes
estate;domaine
guide;guide
circumstance;circonstance
snow;neiger
English;Anglais
politician;politicien
steal;voler
pursue;poursuivre
slip;caleçon
percentage;pourcentage
meat;Viande
funny;drôle
neither;ni
soil;sol
surgery;opération
correct;corriger
Jewish;juif
blame;faire des reproches
estimate;estimation
due;exigible
basketball;basket
golf;le golf
investigate;enquêter
crazy;fou
significantly;significativement
chain;chaîne
branch;bifurquer
combination;combinaison
frequently;fréquemment
governor;gouverneur
relief;le soulagement
user;utilisateur
dad;papa
kick;donner un coup
manner;manière
ancient;ancien
silence;le silence
rating;évaluation
golden;d&#39;or
motion;mouvement
German;Allemand
gender;le genre
solve;résoudre
fee;frais
landscape;paysage
used;utilisé
bowl;bol
equal;égal
forth;en avant
frame;Cadre
typical;typique
except;à l&#39;exception
conservative;conservateur
eliminate;éliminer
host;héberger
hall;salle
trust;confiance
ocean;océan
row;ligne
producer;producteur
afford;s&#39;offrir
meanwhile;pendant ce temps
regime;régime
division;division
confirm;confirmer
fix;réparer
appeal;appel
mirror;miroir
tooth;dent
smart;intelligent
length;longueur
entirely;entièrement
rely;compter
topic;sujet
complain;se plaindre
variable;variable
telephone;Téléphone
perception;la perception
attract;attirer
confidence;confiance
bedroom;chambre
secret;secret
debt;dette
rare;rare
tank;Char
nurse;infirmière
coverage;couverture
opposition;opposition
aside;de côté
anywhere;partout
bond;obligation
pleasure;plaisir
master;Maître
era;ère
requirement;exigence
fun;amusement
expectation;attente
wing;aile
separate;séparé
somewhat;quelque peu
pour;pour
stir;remuer
judgment;jugement
beer;Bière
reference;référence
tear;larme
doubt;doute
grant;accorder
seriously;sérieusement
minister;ministre
totally;totalement
hero;héros
industrial;industriel
cloud;nuage
stretch;extensible
winner;gagnant
volume;le volume
seed;planter
surprised;surpris
fashion;mode
pepper;poivre
busy;occupé
intervention;intervention
copy;copie
tip;pointe
cheap;bon marché
aim;objectif
cite;citer
welfare;bien-être
vegetable;légume
gray;grise
dish;assiette
beach;plage
improvement;amélioration
everywhere;partout
opening;ouverture
overall;globalement
divide;diviser
initial;initial
terrible;terrible
oppose;s&#39;opposer
contemporary;contemporain
route;itinéraire
multiple;plusieurs
essential;essentiel
league;ligue
criminal;criminel
careful;prudent
core;cœur
upper;plus haut
rush;se ruer
necessarily;nécessairement
specifically;Plus précisément
tired;fatigué
employ;employer
holiday;vacance
vast;vaste
resolution;résolution
household;ménage
fewer;moins de
abortion;Avortement
apart;une part
witness;témoin
match;match
barely;à peine
sector;secteur
representative;représentant
beneath;sous
beside;à côté de
incident;incident
limited;limité
proud;fier
flow;couler
faculty;la faculté
increased;augmenté
waste;déchets
merely;seulement
mass;Masse
emphasize;mettre l&#39;accent sur
experiment;expérience
definitely;absolument
bomb;bombe
enormous;énorme
tone;Ton
liberal;libéral
massive;massif
engineer;ingénieur
wheel;la roue
decline;déclin
invest;investir
cable;câble
towards;envers
expose;exposer
rural;rural
AIDS;sida
Jew;Ou
narrow;étroit
cream;crème
secretary;secrétaire
gate;portail
solid;solide
hill;colline
typically;typiquement
noise;bruit
grass;herbe
unfortunately;malheureusement
hat;A
legislation;législation
succeed;réussir
celebrate;célébrer
achievement;réalisation
fishing;faire de la pêche
accuse;accuser
useful;utile
reject;rejeter
talent;Talent
taste;goûter
characteristic;caractéristique
milk;Le Lait
escape;échapper
cast;moulage
sentence;phrase
unusual;inhabituel
closely;étroitement
convince;convaincre
height;la taille
physician;médecin
assess;évaluer
plenty;abondance
virtually;virtuellement
addition;ajout
sharp;tranchant
creative;Créatif
lower;plus bas
approve;approuver
explanation;explication
gay;homosexuel
campus;Campus
proper;correct
guilty;coupable
acquire;acquérir
compete;rivaliser
technical;technique
plus;plus
immigrant;immigrant
weak;faible
illegal;illégal
hi;salut
alternative;alternative
interaction;interaction
column;colonne
personality;personnalité
signal;signal
curriculum;programme d&#39;études
honor;honneur
passenger;passager
assistance;assistance
forever;toujours
regard;qui concerne
Israeli;israélien
association;association
twenty;vingt
knock;frappe
wrap;envelopper
lab;laboratoire
display;affichage
criticism;critique
asset;actif
depression;la dépression
spiritual;spirituel
musical;musical
journalist;journaliste
prayer;prière
suspect;suspect
scholar;savant
warning;Attention
climate;climat
cheese;fromage
observation;observation
childhood;enfance
payment;Paiement
sir;Monsieur
permit;permis
cigarette;cigarette
definition;définition
priority;priorité
bread;pain
creation;création
graduate;diplômé
request;demande
emotion;émotion
scream;pousser un cri
dramatic;spectaculaire
universe;univers
gap;écart
excellent;excellent
deeply;profondément
prosecutor;procureur
lucky;chanceux
drag;glisser
airline;Compagnie aérienne
library;bibliothèque
agenda;ordre du jour
recover;récupérer
factory;usine
selection;sélection
primarily;principalement
roof;toit
unable;incapable
expense;frais
initiative;initiative
diet;diète
arrest;arrêter
funding;financement
therapy;thérapie
wash;lavage
schedule;programme
sad;triste
brief;bref
housing;logement
post;Publier
purchase;achat
existing;existant
steel;acier
regarding;En ce qui concerne
shout;cri
remaining;restant
visual;visuel
fairly;équitablement
chip;ébrécher
violent;violent
silent;silencieux
suppose;supposer
self;soi
bike;Bicyclette
tea;thé
perceive;percevoir
comparison;comparaison
settlement;règlement
layer;couche
planning;Planification
description;la description
slide;faire glisser
widely;largement
wedding;mariage
inform;informer
portion;portion
territory;territoire
immediate;immédiat
opponent;adversaire
abandon;abandonner
lake;Lac
transform;transformer
tension;tension
leading;premier
bother;embêter
consist;consister
alcohol;de l&#39;alcool
enable;activer
bend;pliez
saving;économie
desert;désert
shall;devoir
error;Erreur
cop;flic
Arab;arabe
double;double
sand;le sable
Spanish;Espagnol
print;imprimer
preserve;préserver
passage;passage
formal;officiel
transition;transition
existence;existence
album;album
participation;participation
arrange;organiser
atmosphere;atmosphère
joint;découper
reply;Réponse
cycle;cycle
opposite;opposé
lock;bloquer
deserve;mériter
consistent;cohérent
resistance;la résistance
discovery;Découverte
exposure;exposition
pose;pose
stream;flux
sale;vendre
pot;pot
grand;grandiose
mine;mien
hello;bonjour
coalition;coalition
tale;conte
knife;couteau
resolve;résoudre
racial;racial
phase;phase
joke;plaisanter
